"admin0_name","admin1_name","admin2_name","iso3","gaul0_code","gaul1_code","gaul2_code","weather-station_density","cv-precipitation_agreement","seasonal_frcst_skill","short-term_frcst_skill","cloud-coverage_meanannual","cis_readiness_index"
"Eswatini","Manzini","Kukhanyeni","SWZ",123,1287,103010,0.7608457207679749,"0.0",0.298133909702301,0.6504092812538147,0.562720000743866,0.42734724283218384
"Eswatini","Manzini","Kwaluseni","SWZ",123,1287,103011,0.76527339220047,"0.0",0.2989489436149597,0.6374372243881226,0.5680123567581177,0.4254148602485657
"Eswatini","Manzini","Lamgabhi","SWZ",123,1287,103012,0.7720774412155151,"0.0",0.3015052378177643,0.6109151244163513,0.5418014526367188,0.4211244583129883
"Eswatini","Manzini","Lobamba Lomdzala","SWZ",123,1287,103013,0.768050491809845,"0.0",0.2999267280101776,0.6271756291389465,0.5570662617683411,0.4237881898880005
"Eswatini","Manzini","Ludzeludze","SWZ",123,1287,103014,0.7650424242019653,"0.0",0.29837843775749207,0.6358368992805481,0.5482122898101807,0.4248144328594208
"Eswatini","Manzini","Mafutseni","SWZ",123,1287,103015,0.7578219175338745,"0.0",0.29815366864204407,0.6649507880210876,0.575589656829834,0.43023157119750977
"Eswatini","Manzini","Mahlangatsha","SWZ",123,1287,103016,0.7694193720817566,"0.0",0.30363062024116516,0.6293511986732483,0.5427415370941162,0.4256002902984619
"Eswatini","Manzini","Mangcongco","SWZ",123,1287,103017,0.7774771451950073,"0.0",0.3111424148082733,0.608969509601593,0.5272150039672852,0.4243972599506378
"Eswatini","Manzini","Manzini North","SWZ",123,1287,103018,0.7624800801277161,"0.0",0.29855749011039734,0.6486589312553406,0.5729165077209473,0.4274241626262665
"Eswatini","Manzini","Manzini South","SWZ",123,1287,103019,0.7624472975730896,"0.0",0.29855331778526306,0.6488020420074463,0.5730085372924805,0.42745068669319153
"Eswatini","Manzini","Mhlambanyatsi","SWZ",123,1287,103020,0.7739140391349792,"0.0",0.3023625612258911,0.6057233214378357,0.519047200679779,0.4204999804496765
"Eswatini","Manzini","Mkhiweni","SWZ",123,1287,103021,0.7555335760116577,"0.0",0.2991795241832733,0.6654320955276489,0.5734561085700989,0.4300363063812256
"Eswatini","Manzini","Mtfongwaneni","SWZ",123,1287,103022,0.7597509026527405,"0.0",0.29802384972572327,0.6626389026641846,0.5814452171325684,0.4301033914089203
"Eswatini","Manzini",\N,"SWZ",123,1287,\N,0.7671746611595154,"0.0",0.3020113706588745,0.6329196095466614,0.5527637004852295,0.4255264103412628
"Eswatini","Manzini","Ngwemphisi","SWZ",123,1287,103023,0.7724790573120117,"0.0",0.3042076826095581,0.6135608553886414,0.5525336861610413,0.422561913728714
"Eswatini","Manzini","Nhlambeni","SWZ",123,1287,103024,0.7634838223457336,"0.0",0.2991331219673157,0.6488429307937622,0.5762436389923096,0.4278649687767029
"Eswatini","Manzini","Nkomiyahlaba","SWZ",123,1287,103025,0.7633518576622009,"0.0",0.2976377010345459,0.638739287853241,0.5407428741455078,0.42493224143981934
"Eswatini","Manzini","Ntondozi","SWZ",123,1287,103026,0.7670294046401978,"0.0",0.3006666302680969,0.635185182094574,0.559711754322052,0.42572033405303955
"Eswatini","Manzini","Phondo","SWZ",123,1287,103027,0.7774311304092407,"0.0",0.31299683451652527,0.6106106638908386,0.5558363795280457,0.42525964975357056
"Eswatini",\N,\N,"SWZ",123,\N,\N,0.7586315870285034,"0.006343296263366938",0.29959356784820557,0.6576565504074097,0.559181272983551,0.4305562674999237
"Eswatini","Shiselweni","Gege","SWZ",123,1288,103028,0.7738305330276489,"0.0",0.30991101264953613,0.6148406267166138,0.5438153147697449,0.4246455430984497
"Eswatini","Shiselweni","Hosea","SWZ",123,1288,103029,0.7604732513427734,"0.0",0.2989589273929596,0.64516681432724,0.566273033618927,0.42614975571632385
"Eswatini","Shiselweni","Kubuta","SWZ",123,1288,103030,0.7614037394523621,"0.0",0.2982686758041382,0.6642937660217285,0.5598726272583008,0.4309915602207184
"Eswatini","Shiselweni","Kumethula","SWZ",123,1288,103031,0.7614423632621765,"0.0",0.2981117069721222,0.6663467884063721,0.550862729549408,0.4314752221107483
"Eswatini","Shiselweni","Maseyisini","SWZ",123,1288,103032,0.7708650231361389,"0.0",0.3101300597190857,0.6084195375442505,0.5499977469444275,0.4223536550998688
"Eswatini","Shiselweni","Matsanjeni South","SWZ",123,1288,103033,0.7549684047698975,"0.0",0.29362475872039795,0.6594052910804749,0.5742110013961792,0.42699959874153137
"Eswatini","Shiselweni","Mtsambama","SWZ",123,1288,103034,0.7652738094329834,"0.0",0.30164825916290283,0.6526271104812622,0.5453410148620605,0.4298872947692871
"Eswatini","Shiselweni",\N,"SWZ",123,1288,\N,0.7627034783363342,"0.0",0.30024030804634094,0.6472206115722656,0.555912971496582,0.4275410771369934
"Eswatini","Shiselweni","Ngudzeni","SWZ",123,1288,103035,0.7586560249328613,"0.0",0.29544544219970703,0.6752546429634094,0.5607646703720093,0.43233901262283325
"Eswatini","Shiselweni","Nkwene","SWZ",123,1288,103036,0.7666860818862915,"0.0",0.30228152871131897,0.6434729099273682,0.55118328332901,0.42811012268066406
"Eswatini","Shiselweni","Sandleni","SWZ",123,1288,103037,0.7639949321746826,"0.0",0.3014555871486664,0.6476090550422668,0.5489752888679504,0.42826491594314575
"Eswatini","Shiselweni","Shiselweni I","SWZ",123,1288,103038,0.7622956037521362,"0.0",0.30194854736328125,0.6255027055740356,0.5622256994247437,0.4224367141723633
"Eswatini","Shiselweni","Shiselweni Ii","SWZ",123,1288,103039,0.768915057182312,"0.0",0.30617067217826843,0.6320836544036865,0.545071542263031,0.42679235339164734
"Eswatini","Shiselweni","Sigwe","SWZ",123,1288,103040,0.7563598155975342,"0.0",0.29387709498405457,0.6727302670478821,0.570553719997406,0.4307417869567871
"Eswatini","Shiselweni","Somntongo","SWZ",123,1288,103041,0.749248743057251,"0.0",0.28756508231163025,0.6844892501831055,0.5619969964027405,0.43032577633857727
"Eswatini","Shiselweni","Zombodze Emuva","SWZ",123,1288,103042,0.7668413519859314,"0.0",0.3061368465423584,0.6183815598487854,0.5476943850517273,0.4228399097919464
"Ethiopia","Addis Ababa",\N,"ETH",124,1289,\N,0.4871117174625397,"0.0",0.2250862717628479,0.5676615834236145,0.4281086027622223,0.3199648857116699
"Ethiopia","Addis Ababa","Region 14","ETH",124,1289,103043,0.4871117174625397,"0.0",0.2250862717628479,0.5676615834236145,0.4281086027622223,0.3199648857116699
"Ethiopia","Afar","Awsi /Zone 1","ETH",124,1290,103044,0.527409017086029,"0.09922882914543152",0.07859884202480316,0.6099228858947754,0.7294496893882751,0.3287898898124695
"Ethiopia","Afar","Fanti /Zone 4","ETH",124,1290,103045,0.5139801502227783,"0.24445591866970062",0.12297479808330536,0.6181186437606812,0.6860374212265015,0.37488240003585815
"Ethiopia","Afar","Gabi /Zone 3","ETH",124,1290,103046,0.5106489658355713,"0.08149722963571548",0.1222294270992279,0.504364550113678,0.7682939171791077,0.3046850562095642
"Ethiopia","Afar","Hari /Zone 5","ETH",124,1290,103047,0.5091890096664429,"0.05818513035774231",0.12435916066169739,0.5203931927680969,0.7613382935523987,0.3030316233634949
"Ethiopia","Afar","Kilbati /Zone2","ETH",124,1290,103048,0.5205133557319641,"0.18645690381526947",0.08674287796020508,0.5510979294776917,0.7183798551559448,0.3362027704715729
"Ethiopia","Afar",\N,"ETH",124,1290,\N,0.5198466777801514,"0.13842250406742096",0.09620381146669388,0.569774866104126,0.7291248440742493,0.3310619592666626
"Ethiopia","Amhara","Awi","ETH",124,1291,103049,0.4953610301017761,"0.1892719864845276",0.479256272315979,0.26503023505210876,0.5508137345314026,0.35722988843917847
"Ethiopia","Amhara","Central Gondar","ETH",124,1291,103050,0.5005156993865967,"0.212735116481781",0.46194836497306824,0.2719784677028656,0.6548080444335938,0.3617944121360779
"Ethiopia","Amhara","East Gojam","ETH",124,1291,103051,0.4887269139289856,"0.17021112143993378",0.44392159581184387,0.41215962171554565,0.6045441031455994,0.37875479459762573
"Ethiopia","Amhara",\N,"ETH",124,1291,\N,0.4977819621562958,"0.22529467940330505",0.3797553777694702,0.3752223551273346,0.6084251403808594,0.369513601064682
"Ethiopia","Amhara","North Gondar","ETH",124,1291,103052,0.4994002878665924,"0.16625003516674042",0.3695884943008423,0.3253818154335022,0.5206093788146973,0.34015515446662903
"Ethiopia","Amhara","North Shewa (Am)","ETH",124,1291,103053,0.4965856373310089,"0.23554153740406036",0.1723676174879074,0.5633143782615662,0.5747243762016296,0.3669523000717163
"Ethiopia","Amhara","North Wello","ETH",124,1291,103054,0.4999184012413025,"0.3269871473312378",0.28252556920051575,0.47863560914993286,0.5355191230773926,0.3970166742801666
"Ethiopia","Amhara","Oromia","ETH",124,1291,103055,0.5069692730903625,"0.14376088976860046",0.1467585265636444,0.5354712605476379,0.6210823059082031,0.33324000239372253
"Ethiopia","Amhara","South Gondar","ETH",124,1291,103056,0.49366050958633423,"0.17181193828582764",0.46438291668891907,0.3030129373073578,0.5960911512374878,0.3582170605659485
"Ethiopia","Amhara","South Wello","ETH",124,1291,103057,0.4981392025947571,"0.2418561726808548",0.2846088707447052,0.5151721835136414,0.5318308472633362,0.3849441111087799
"Ethiopia","Amhara","Wag Hamra","ETH",124,1291,103058,0.49807509779930115,"0.2699941098690033",0.301882803440094,0.4089670479297638,0.682188868522644,0.36972975730895996
"Ethiopia","Amhara","West Gojam","ETH",124,1291,103059,0.4926914870738983,"0.1469687521457672",0.5154826045036316,0.27488869428634644,0.6160821318626404,0.3575078845024109
"Ethiopia","Amhara","West Gondar","ETH",124,1291,103060,0.5085431933403015,"0.35271841287612915",0.43973401188850403,0.24447575211524963,0.7525299787521362,0.3863678574562073
"Ethiopia","Benishangul Gumz","Assosa","ETH",124,1292,103061,0.4945467710494995,"0.3004969656467438",0.3974692225456238,0.33272841572761536,0.5567867159843445,0.3813103139400482
"Ethiopia","Benishangul Gumz","Kamashi","ETH",124,1292,103062,0.4900304973125458,"0.1372661590576172",0.3914179503917694,0.3209906220436096,0.6632963418960571,0.3349263072013855
"Ethiopia","Benishangul Gumz","Mao Komo Special","ETH",124,1292,103063,0.48760050535202026,"0.2705196738243103",0.4311968684196472,0.3551022708415985,0.41588860750198364,0.3861048221588135
"Ethiopia","Benishangul Gumz","Metekel","ETH",124,1292,103064,0.49817222356796265,"0.2420416623353958",0.44450417160987854,0.2867048680782318,0.6664278507232666,0.3678557276725769
